"","blue","green","nir","pixelCount","red","sat","swir1","swir2","date","chl_a","clouds","landsat_id","pwater","COMID","lagoslakeid","lake_lat_decdeg","lake_lon_decdeg","lake_elevation_m","ws_zoneid","hu12_zoneid","Tmean8110Cat","ClayCat","SandCat","OmCat","PermCat","RckdepCat","BFICat","CatAreaSqKm","PctAg2006Slp10Cat","NPDESDensCat","HydrlCondCat","PctImp2006Cat","PctUrbLo2006Cat","PctUrbMd2006Cat","PctUrbHi2006Cat","PctDecid2006Cat","PctConif2006Cat","PctMxFst2006Cat","PctCrop2006Cat","PctWdWet2006Cat","PctHbWet2006Cat","KffactCat","NO3_2008Cat","RunoffCat","WtDepCat","WetIndexCat","geometry","daily_temp","weatherID","number","wind","site_id","mean_temp_14_day","mean_temp_7_day"
"750",273,296,192,88,242,5,131,83,1999-10-14,4.2,12,"LT05_L1TP_041030_19991014_20160919_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",14.140625,"nldas_x72_y148",10878,-3.51171875,"52482887",15.2296875,14.62890625
"751",382,392,383,88,302,5,309,234,2001-04-26,1.6,16,"LT05_L1TP_041030_20010426_20160917_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",12.8984375,"nldas_x72_y148",11438,1.015625,"52482887",8.55572916666667,9.876953125
"752",537,439,231,88,287,7,60,31,2012-02-28,3,4,"LE07_L1TP_041030_20120228_20160912_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",1.8515625,"nldas_x72_y148",15398,1.3125,"52482887",1.79270833333333,1.62109375
"753",516,486,105,50,257,8,92,87,2013-09-18,1.7,48.11,"LC08_L1TP_041030_20130918_20170308_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",17.859375,"nldas_x72_y148",15966,-1.922851563,"52482887",19.7083333333333,18.880859375
"754",533,554,349,88,391,7,215,178,2016-06-30,2.1,10,"LE07_L1TP_041030_20160630_20160831_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",23.0625,"nldas_x72_y148",16982,-2.0078125,"52482887",20.4380208333333,21.4833984375
"755",521,716,330,88,511,5,217,183,1999-06-08,3,37,"LT05_L1TP_041030_19990608_20160922_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",13.453125,"nldas_x72_y148",10750,-2.622070313,"52482887",15.3104166666667,14.3974609375
"756",325,317,148,88,224,7,42,46,1999-11-23,9.1,11,"LE07_L1TP_041030_19991123_20161002_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",7.59375,"nldas_x72_y148",10918,2.404296875,"52482887",10.1130208333333,9.498046875
"757",521,716,330,88,511,5,217,183,1999-06-08,1.5,37,"LT05_L1TP_041030_19990608_20160922_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",13.453125,"nldas_x72_y148",10750,-2.622070313,"52482887",15.3104166666667,14.3974609375
"758",325,317,148,88,224,7,42,46,1999-11-23,9.4,11,"LE07_L1TP_041030_19991123_20161002_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",7.59375,"nldas_x72_y148",10918,2.404296875,"52482887",10.1130208333333,9.498046875
"759",636,669,843,63,581,7,618,493,2013-06-06,1.5,39,"LE07_L1TP_041030_20130606_20160909_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",17.734375,"nldas_x72_y148",15862,-1.579101563,"52482887",15.2765625,15.966796875
"760",334,393,91,88,209,8,76,66,2016-08-09,1.2,14.89,"LC08_L1TP_041030_20160809_20170222_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",21.8125,"nldas_x72_y148",17022,-2.515625,"52482887",23.4541666666667,22.69140625
"761",351,367,312,88,282,7,238,178,2001-05-20,2.4,1,"LE07_L1TP_041030_20010520_20160929_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",13.890625,"nldas_x72_y148",11462,-5.540039063,"52482887",14.8463541666667,15.1865234375
"762",351,367,312,88,282,7,238,178,2001-05-20,2.4,1,"LE07_L1TP_041030_20010520_20160929_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",13.890625,"nldas_x72_y148",11462,-5.540039063,"52482887",14.8463541666667,15.1865234375
"763",307,320,205,73,194,7,105,65,2014-06-09,1.3,1,"LE07_L1TP_041030_20140609_20160905_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",21.7890625,"nldas_x72_y148",16230,-1.498046875,"52482887",19.1921875,20.025390625
"764",302,331,179,42,187,7,109,91,2014-07-27,0.9,0,"LE07_L1TP_041030_20140727_20160906_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",22.859375,"nldas_x72_y148",16278,-0.318359375,"52482887",23.1489583333333,22.7900390625
"765",264,313,57,88,141,8,39,32,2016-06-22,1.2,0.32,"LC08_L1TP_041030_20160622_20170222_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",21.671875,"nldas_x72_y148",16974,-0.49609375,"52482887",19.75625,19.1376953125
"766",324,386,101,88,218,8,67,53,2016-07-24,2.3,0.1,"LC08_L1TP_041030_20160724_20170222_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",23.3125,"nldas_x72_y148",17006,-2.033203125,"52482887",22.7411458333333,23.4931640625
"767",415,446,246,88,298,8,171,135,2017-07-11,1.1,3.89,"LC08_L1TP_041030_20170711_20170726_01_T1",88,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.9176060818, 43.5918367240608)",22.640625,"nldas_x72_y148",17358,-2.818359375,"52482887",22.9505208333333,23.9140625
"768",308,390,108,57,240,8,100,89,2016-08-09,1.7,14.89,"LC08_L1TP_041030_20160809_20170222_01_T1",80,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.86691, 43.59827)",21.8125,"nldas_x72_y148",17022,-2.515625,"52482887",23.4541666666667,22.69140625
"769",4865,4948,2722,29,4725,7,225,165,2012-02-28,2.5,4,"LE07_L1TP_041030_20120228_20160912_01_T1",82,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.822076084625, 43.619892857082)",1.8515625,"nldas_x72_y148",15398,1.3125,"52482887",1.79270833333333,1.62109375
"770",378,409,350,67,319,7,260,200,2001-05-20,1.5,1,"LE07_L1TP_041030_20010520_20160929_01_T1",82,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.822076084625, 43.619892857082)",13.890625,"nldas_x72_y148",11462,-5.540039063,"52482887",14.8463541666667,15.1865234375
"771",378,409,350,67,319,7,260,200,2001-05-20,1.5,1,"LE07_L1TP_041030_20010520_20160929_01_T1",82,120053990,464745,43.53426,-116.02055,934.3,464745,"hu12_56508",9,17,45,1,12,104,69.13673014,90,0.005026843,0,7.065170132,7,0,0,0,0,4,0,0,0,0,0.2,1,253,183,809,"c(-115.822076084625, 43.619892857082)",13.890625,"nldas_x72_y148",11462,-5.540039063,"52482887",14.8463541666667,15.1865234375
"772",489,642,315,48,579,5,204,156,2004-07-07,2.5,10,"LT05_L1TP_041030_20040707_20160913_01_T1",94,24173280,464668,43.9199,-116.28894,822.2,464668,"hu12_70611",10,26,30,1,8,152,63,0,0,0,364.6298218,NA,0,0,0,0,0,0,0,0,0,0.3,1,497,183,861,"c(-116.3736111, 43.9375)",22.3125,"nldas_x69_y151",12606,-2.6328125,"52263232",23.2875,23.1298828125
"773",400,513,331,48,462,7,205,116,2004-04-26,2.2,2,"LE07_L1TP_041030_20040426_20160926_01_T1",94,24173280,464668,43.9199,-116.28894,822.2,464668,"hu12_70611",10,26,30,1,8,152,63,0,0,0,364.6298218,NA,0,0,0,0,0,0,0,0,0,0.3,1,497,183,861,"c(-116.3736111, 43.9375)",15.1171875,"nldas_x69_y151",12534,0.680664063,"52263232",13.3572916666667,13.802734375
"774",431,544,256,47,467,7,142,107,2004-06-13,2.8,33,"LE07_L1TP_041030_20040613_20160926_01_T1",94,24173280,464668,43.9199,-116.28894,822.2,464668,"hu12_70611",10,26,30,1,8,152,63,0,0,0,364.6298218,NA,0,0,0,0,0,0,0,0,0,0.3,1,497,183,861,"c(-116.3736111, 43.9375)",19.3515625,"nldas_x69_y151",12582,-1.880859375,"52263232",19.5932291666667,19.0712890625
"775",676,813,658,21,791,7,578,430,2004-08-16,3.7,80,"LE07_L1TP_041030_20040816_20160926_01_T1",94,24173280,464668,43.9199,-116.28894,822.2,464668,"hu12_70611",10,26,30,1,8,152,63,0,0,0,364.6298218,NA,0,0,0,0,0,0,0,0,0,0.3,1,497,183,861,"c(-116.3736111, 43.9375)",23.234375,"nldas_x69_y151",12646,1.578125,"52263232",24.4661458333333,24.3125
"776",384,518,223,48,426,5,193,178,2004-10-11,4.7,1,"LT05_L1TP_041030_20041011_20160913_01_T1",94,24173280,464668,43.9199,-116.28894,822.2,464668,"hu12_70611",10,26,30,1,8,152,63,0,0,0,364.6298218,NA,0,0,0,0,0,0,0,0,0,0.3,1,497,183,861,"c(-116.3736111, 43.9375)",15.9453125,"nldas_x69_y151",12702,-1.748046875,"52263232",19.0125,18.267578125
"777",290,355,236,98,278,5,104,86,2004-07-07,6,10,"LT05_L1TP_041031_20040707_20160913_01_T1",93,23326852,464226,42.04489,-116.16055,1621.1,464226,"hu12_56198",8,15,48,0,5,152,60,8,0,0,187.7881622,5,0,0,0,0,0,0,3,4,7,0.4,1,109,183,1096,"c(-116.1519983, 42.0383333)",22.53125,"nldas_x70_y136",12606,-1.395507813,"131931113",22.2791666666667,22.5537109375
"778",290,355,236,98,278,5,104,86,2004-07-07,6,10,"LT05_L1TP_041031_20040707_20160913_01_T1",93,23326852,464226,42.04489,-116.16055,1621.1,464226,"hu12_56198",8,15,48,0,5,152,60,8,0,0,187.7881622,5,0,0,0,0,0,0,3,4,7,0.4,1,109,183,1096,"c(-116.1519983, 42.0383333)",22.53125,"nldas_x70_y136",12606,-1.395507813,"131931113",22.2791666666667,22.5537109375
"779",361,428,307,81,338,5,223,153,2004-07-07,5,10,"LT05_L1TP_041031_20040707_20160913_01_T1",98,23326852,464226,42.04489,-116.16055,1621.1,464226,"hu12_56198",8,15,48,0,5,152,60,8,0,0,187.7881622,5,0,0,0,0,0,0,3,4,7,0.4,1,109,183,1096,"c(-116.1704999, 42.0538333)",22.53125,"nldas_x70_y136",12606,-1.395507813,"131931113",22.2791666666667,22.5537109375
"780",361,428,307,81,338,5,223,153,2004-07-07,5,10,"LT05_L1TP_041031_20040707_20160913_01_T1",98,23326852,464226,42.04489,-116.16055,1621.1,464226,"hu12_56198",8,15,48,0,5,152,60,8,0,0,187.7881622,5,0,0,0,0,0,0,3,4,7,0.4,1,109,183,1096,"c(-116.1704999, 42.0538333)",22.53125,"nldas_x70_y136",12606,-1.395507813,"131931113",22.2791666666667,22.5537109375
"781",604,813,237,14,736,7,102,64,2011-07-03,4.7,0,"LE07_L1TP_041031_20110703_20160913_01_T1",89,23326756,464100,42.2617,-116.25684,1671.8,464100,"hu12_56191",7,30,29,1,2,62,57,2,0,0,0.363335997,NA,0,0,0,0,0,0,0,0,0,0.3,1,109,183,822,"c(-116.268, 42.2504)",22.21875,"nldas_x69_y138",15158,-1.200195313,"131930945",20.0078125,21.0244140625
"782",481,717,350,105,566,5,178,119,2011-07-11,38,0,"LT05_L1TP_041031_20110711_20160831_01_T1",95,23326744,464100,42.2617,-116.25684,1671.8,464100,"hu12_56191",7,30,29,1,2,62,56.59051383,1,0,0,0.363335997,NA,0,0,0,0,0,0,0,0,0,0.3,1,109,183,414,"c(-116.312, 42.2648)",23.484375,"nldas_x69_y138",15166,0.34765625,"131930945",22.2140625,23.115234375
"783",279,301,216.0619124,115,173,5,61,56,2011-08-03,1.6,5,"LT05_L1TP_042026_20110803_20160831_01_T1",97,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.21905, 48.04257)",19.3046875,"nldas_x86_y183",15189,1.278320313,"60787405",18.15625,18.2060546875
"784",294,336,178,137,171,5,36,20,2011-08-03,1.4,5,"LT05_L1TP_042026_20110803_20160831_01_T1",96,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.20549, 48.04471)",19.3046875,"nldas_x86_y183",15189,1.278320313,"60787405",18.15625,18.2060546875
"785",532.5,445.5,444,4,363,7,291,232,2007-09-17,0.659,12,"LE07_L1TP_042026_20070917_20160923_01_T1",95,24341846,458320,48.21204,-114.60058,1203.9,458320,"hu12_69117",4,18,28,0,3,152,75.00867586,29,0,0,0.016861219,8,0,0,0,0,43,0,0,1,0,0.3,2,697,183,1145,"c(-114.599456141, 48.2124098236)",15.9375,"nldas_x83_y185",13773,1.685546875,"60786583",16.9083333333333,16.2548828125
"786",248,246,367,5,176,7,206,144,2011-08-11,2,27,"LE07_L1TP_042026_20110811_20160913_01_T1",58,24347781,459979,48.3589,-114.46706,944.6,459979,"hu12_69219",6,20,28,0,3,152,76,4,0,0,0.255895678,8,0,0,0,0,90,0,0,1,1,0.4,2,351,182,696,"c(-114.46785, 48.36017)",NA,NA,NA,NA,NA,NA,NA
"787",222,212,276,16,155,7,119,75,2011-08-27,1.2,2,"LE07_L1TP_042026_20110827_20160913_01_T1",58,24347757,458861,48.38357,-114.36576,958.6,458861,"hu12_69227",6,20,29,0,3,152,75.86756757,5,0.018018018,0,0.258951234,1,3,0,0,0,70,0,0,5,1,0.4,2,351,183,523,"c(-114.36535, 48.38358)",21.078125,"nldas_x85_y187",15213,1.479492188,"67973908",20.4166666666667,20.7060546875
"788",202,247,304,57,193,5,117,58,2011-08-03,3.2,5,"LT05_L1TP_042026_20110803_20160831_01_T1",87,24347749,459225,48.39613,-114.35967,947.6,459225,"hu12_69227",6,20,29,0,3,152,75.97192138,7,0.026741543,0,0.770348557,1,0,0,0,3,64,0,0,7,5,0.4,2,351,183,600,"c(-114.35941, 48.39386)",21.4375,"nldas_x85_y187",15189,1.880859375,"67973874",19.7234375,20.4033203125
"789",111,158,207,60,117,5,71,25,2011-08-19,1.1,0,"LT05_L1TP_042026_20110819_20160831_01_T1",91,24347753,459214,48.39739,-114.41911,941.8,459214,"hu12_69217",6,20,29,0,3,152,75,0,0,0,73.68068046,4,2,0,0,0,32,0,0,30,11,0.4,2,351,183,875,"c(-114.41955, 48.39751)",18.59375,"nldas_x84_y187",15205,-1.6796875,"67973866",20.9635416666667,20.1845703125
"790",209,252,192,125,164,5,66,23,2006-08-05,0.6,0,"LT05_L1TP_042026_20060805_20160911_01_T1",94,24347645,459068,48.52186,-114.56306,930.8,459068,"hu12_69204",6,15,42,0,9,152,76.9700816,1,0,0,81.77787018,9,1,1,0,0,59,0,0,0,1,0.4,2,351,168,878,"c(-114.56427, 48.52599)",21.1015625,"nldas_x83_y188",13365,-1.135742188,"67973608",22.8098958333333,21.7685546875
"791",231,331,233,36,228,5,93,58,2011-08-03,0.2,5,"LT05_L1TP_042026_20110803_20160831_01_T1",81,120054074,457598,48.58755,-114.63716,973.3,457598,"hu12_69202",5,16,39,0,7,152,75.00243772,12,0,0,81.77787018,8,0,0,0,0,77,0,0,0,0,0.4,2,351,172,898,"c(-114.65423, 48.60327)",20.75,"nldas_x82_y188",15189,1.264648438,"67973446",18.9848958333333,19.4111328125
"792",166,167,211,43,121,5,71,25,2011-08-19,2.1,0,"LT05_L1TP_042026_20110819_20160831_01_T1",92,24347521,458460,48.67185,-114.73145,1110.2,458460,"hu12_69200",5,14,37,1,4,146,74,2,0,0,66.69339509,NA,0,0,0,1,76,0,0,0,0,0.3,3,351,183,526,"c(-114.72211, 48.66819)",17.609375,"nldas_x82_y189",15205,-2.268554688,"67973268",19.8703125,19.1337890625
"793",197,212,212,38,124,5,98,62,2011-08-19,0.6,0,"LT05_L1TP_042026_20110819_20160831_01_T1",91,24347517,459603,48.67569,-114.72405,1124.5,459603,"hu12_69200",4,13,36,1,5,135,74,1,0,0,68.60482177,8,0,0,0,1,87,0,0,0,0,0.3,4,351,183,678,"c(-114.7248, 48.67711)",18.1875,"nldas_x82_y189",15205,-2.268554688,"67973286",19.6203125,18.8759765625
"794",262.4462046,248,191,137,96,5,40,22,2011-08-03,2.9,5,"LT05_L1TP_042026_20110803_20160831_01_T1",94,22887245,459448,48.71144,-114.8167,948.6,459448,"hu12_68557",5,16,32,1,4,141,74,11,0,0,30.93707296,5,1,0,0,1,71,0,0,0,0,0.2,3,283,183,928,"c(-114.81444, 48.70962)",20.78125,"nldas_x81_y189",15189,1.500976563,"60175816",19.2515625,19.619140625
"795",532,448,353,138,299,7,183,130,2006-05-25,0.6,60,"LE07_L1TP_042026_20060525_20160924_01_T1",95,22887245,459448,48.71144,-114.8167,948.6,459448,"hu12_68557",5,16,32,1,4,141,74,11,0,0,30.93707296,5,1,0,0,1,71,0,0,0,0,0.2,3,283,183,928,"c(-114.81749, 48.71197)",17.0078125,"nldas_x81_y189",13293,1.606445313,"60175816",14.7182291666667,16.43359375
"796",190,211,189,138,99,5,40,22,2006-08-05,1.9,0,"LT05_L1TP_042026_20060805_20160911_01_T1",94,22887197,459962,48.7347,-114.85841,914.4,459962,"hu12_68557",6,20,29,0,3,152,74,4,0,0,81.77787018,5,2,0,0,1,77,0,0,0,0,0.4,2,280,183,895,"c(-114.85915, 48.73537)",20.96875,"nldas_x81_y189",13365,-1.216796875,"60175760",22.2614583333333,21.1728515625
"797",178,205,189,140,96,5,40,22,2006-08-05,0.8,0,"LT05_L1TP_042026_20060805_20160911_01_T1",96,22887015,460303,48.86502,-114.95028,903.4,460303,"hu12_68563",6,20,29,0,3,152,72.90852334,3,0.244299674,0,81.77787018,7,1,0,0,0,51,0,0,1,1,0.4,2,280,183,1075,"c(-114.94612, 48.86236)",21.5,"nldas_x80_y190",13365,-0.942382813,"60175472",23.2317708333333,22.1044921875
"798",502,357,255,8,235,7,156,140,2007-07-31,0.24,0,"LE07_L1TP_042026_20070731_20160921_01_T1",97,9301511,317084,48.97878,-114.02206,1606.2,317084,"hu12_68308",1,13,32,1,6,111,68.05725922,4,0,0,0.017209001,NA,0,0,0,0,42,1,0,0,0,0.2,8,968,183,767,"c(-114.021839887, 48.9790285544)",19.1484375,"nldas_x87_y191",13725,0.579101563,"133435083",19.4760416666667,19.3525390625
"799",494,569,204,105,293,7,106,66,2015-05-18,1.3,9,"LE07_L1TP_042026_20150518_20160903_01_T1",85,22886851,458063,48.69592,-115.3072,750.7,458063,"hu12_68577",4,11,40,1,9,134,71.08751553,20188,0.04698107,0,41.12969073,127,1,0,0,1,47,0,0,0,0,0.2,2,285,181,1130,"c(-115.1738, 48.9971)",NA,NA,NA,NA,NA,NA,NA
"800",427,469,281,105,272,8,205,162,2015-07-29,3.5,8,"LC08_L1TP_042026_20150729_20170226_01_T1",85,22886851,458063,48.69592,-115.3072,750.7,458063,"hu12_68577",4,11,40,1,9,134,71.08751553,20188,0.04698107,0,41.12969073,127,1,0,0,1,47,0,0,0,0,0.2,2,285,181,1130,"c(-115.1738, 48.9971)",NA,NA,NA,NA,NA,NA,NA
"801",443,582,557,52,428,5,257,176,1994-08-04,2.86,29,"LT05_L1TP_042027_19940804_20160927_01_T1",93,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.915983745977, 46.8454617220038)",23.28125,"nldas_x71_y173",8981,-1.125,"44291415",23.0901041666667,23.392578125
"802",305,423,259,52,276,5,89,58,1995-05-19,1.07,26,"LT05_L1TP_042027_19950519_20160926_01_T1",93,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.915983745977, 46.8454617220038)",13.1953125,"nldas_x71_y173",9269,-0.766601563,"44291415",11.9166666666667,12.623046875
"803",1200,1258,1429,10,1105,5,1214,1092,1995-09-08,5.61,68,"LT05_L1TP_042027_19950908_20160926_01_T1",93,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.915983745977, 46.8454617220038)",18.921875,"nldas_x71_y173",9381,-0.012695313,"44291415",20.4942708333333,20.650390625
"804",223,238,216,52,205,5,121,122,1994-09-21,2.14,0,"LT05_L1TP_042027_19940921_20160926_01_T1",93,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.915983745977, 46.8454617220038)",19.234375,"nldas_x71_y173",9029,-1.61328125,"44291415",18.4703125,18.482421875
"805",469,541,475,129,425,5,148,99,1994-08-04,3.71,29,"LT05_L1TP_042027_19940804_20160927_01_T1",96,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.852504200015, 46.8511569990558)",23.28125,"nldas_x71_y173",8981,-1.125,"44291415",23.0901041666667,23.392578125
"806",281,311,258,129,215,5,63,57,1995-05-19,1.07,26,"LT05_L1TP_042027_19950519_20160926_01_T1",96,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.852504200015, 46.8511569990558)",13.1953125,"nldas_x71_y173",9269,-0.766601563,"44291415",11.9166666666667,12.623046875
"807",245.6400475,249,219,129,171,5,121,76,1994-09-21,2.34,0,"LT05_L1TP_042027_19940921_20160926_01_T1",96,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.852504200015, 46.8511569990558)",19.234375,"nldas_x71_y173",9029,-1.61328125,"44291415",18.4703125,18.482421875
"808",315,381,250,139,268,5,45,13,2007-07-23,15.36,0,"LT05_L1TP_042027_20070723_20160907_01_T1",96,24381383,457597,47.46633,-116.60775,650.3,457597,"hu12_69512",9,13,17,3,6,144,61,8,0.108683839,0,71.54966816,5,1,0,0,0,16,0,0,5,1,0.2,3,680,93,1263,"c(-116.602150233, 47.4656168313)",22.6875,"nldas_x67_y179",13717,-0.875,"51738259",22.9744791666667,23.08203125
"809",272,262,263,137,165,5,89,59,1992-08-14,1,0,"LT05_L1TP_042027_19920814_20160929_01_T1",97,24381227,458685,47.46709,-116.78542,648.8,458685,"hu12_69513",8,17,29,1,5,105,63.30634215,223,0.279913489,0,10.84388287,7,1,1,0,0,29,0,1,0,0,0.2,2,680,173,1252,"c(-116.8360166, 47.5149051)",22.9453125,"nldas_x65_y179",8261,0.076171875,"{BD3A4A8B-7C9C-40D3-BA4C-7C47633BA1B2}",21.7546875,21.25390625
"810",257,260,251,138,172,5,45,13,2007-07-23,5.448,0,"LT05_L1TP_042027_20070723_20160907_01_T1",95,24381275,458026,47.51874,-116.56484,650.3,458026,"hu12_69511",8,10,28,2,7,148,63.06951872,13,0,0,42.63403699,8,0,0,0,1,67,0,0,7,4,0.2,3,680,157,817,"c(-116.564347545, 47.5207300548)",22.890625,"nldas_x67_y180",13717,-0.662109375,"51738125",23.4286458333333,23.654296875
"811",592,583,688,63,423,7,147,68,2007-07-15,2.184,58,"LE07_L1TP_042027_20070715_20160924_01_T1",95,24118263,458377,48.16179,-116.63812,648,458377,"hu12_69403",7,4,49,0,19,152,72.05288932,2,0,0,138.389958,6,1,0,0,0,79,0,0,1,0,0.4,3,764,183,818,"c(-116.638410235, 48.1617265974)",24.953125,"nldas_x66_y185",13709,3.264648438,"52133519",23.3411458333333,23.857421875
